priority_rank,priority,state_code,state_name,category,availability,access,year,format,urls,state_flags,notes
4,not-found,ME,Maine,crosswalk_ids,not-found,unknown,,,https://www.maine.gov/doe/data-reporting/warehouse,dashboard-only; follow-up-manual,SPED confirmed; enrollment/staffing/FRPM/ELL need a human browser session on the dashboards.
4,not-found,MO,Missouri,crosswalk_ids,not-found,unknown,,,https://dese.mo.gov/school-data,blocked; follow-up-manual; login-required; request-only,Basic enrollment/staff totals confirmed via a real PDF directory; finer detail needs the MCDS login or a formal data request.
4,not-found,MO,Missouri,frpm_ell,not-found,unknown,,,https://dese.mo.gov/school-data,blocked; follow-up-manual; login-required; request-only,Basic enrollment/staff totals confirmed via a real PDF directory; finer detail needs the MCDS login or a formal data request.
4,not-found,MP,Northern Mariana Islands,crosswalk_ids,not-found,unknown,,n/a (single statewide LEA),https://slds.cnmipss.org/,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""limited"" — a real dashboard portal (EnVision PSS) with CSV-exportable sheets now exists."
4,not-found,MS,Mississippi,crosswalk_ids,not-found,unknown,,,https://newreports.mdek12.org/,dashboard-only; follow-up-manual,Portal moved (newreports -> Superintendent Annual Report packet); no crosswalk or FRPM/ELL found.
4,not-found,MS,Mississippi,frpm_ell,not-found,unknown,,,https://newreports.mdek12.org/,dashboard-only; follow-up-manual,Portal moved (newreports -> Superintendent Annual Report packet); no crosswalk or FRPM/ELL found.
4,not-found,MT,Montana,crosswalk_ids,not-found,unknown,,,https://opi.mt.gov/,dashboard-only; request-only,"OPI data services, limited online portal access"
4,not-found,ND,North Dakota,crosswalk_ids,not-found,unknown,,,https://insights.nd.gov/,follow-up-manual,"Enrollment + aggregate staffing ready to acquire; SPED is state-level only, no crosswalk found."
4,not-found,ND,North Dakota,frpm_ell,not-found,unknown,,,https://insights.nd.gov/,follow-up-manual,"Enrollment + aggregate staffing ready to acquire; SPED is state-level only, no crosswalk found."
4,not-found,NE,Nebraska,crosswalk_ids,not-found,unknown,,,https://www.education.ne.gov/dataservices/data-reports/,dashboard-only; follow-up-manual,Enrollment/staffing/FRPM ready to acquire now via real files; SPED needs the NEP dashboard.
4,not-found,NJ,New Jersey,crosswalk_ids,not-found,unknown,,,https://www.nj.gov/education/doedata/,follow-up-manual,Strong open portal; correction to seed note — staffing file does NOT split SPED vs general-ed teachers.
4,not-found,NM,New Mexico,crosswalk_ids,not-found,unknown,,,https://webnew.ped.state.nm.us/,blocked; follow-up-manual; login-required,Portal moved off the Jan-2026 seed URL; richer data confirmed behind a login wall.
4,not-found,NM,New Mexico,frpm_ell,not-found,unknown,,,https://webnew.ped.state.nm.us/,blocked; follow-up-manual; login-required,Portal moved off the Jan-2026 seed URL; richer data confirmed behind a login wall.
4,not-found,NM,New Mexico,staffing,not-found,unknown,,,https://webnew.ped.state.nm.us/,blocked; follow-up-manual; login-required,Portal moved off the Jan-2026 seed URL; richer data confirmed behind a login wall.
4,not-found,NV,Nevada,crosswalk_ids,not-found,unknown,,,https://doe.nv.gov/DataCenter/Enrollment/,blocked,"Best small-state find: genuine SPED-teacher split in staffing, all 4 core categories confirmed."
4,not-found,OH,Ohio,frpm_ell,not-found,unknown,,,https://education.ohio.gov/Topics/Data,dashboard-only; follow-up-manual; request-only,"Enrollment + SPED ready to acquire now; staffing needs a login, data.ohio.gov open-data catalog appears dead."
4,not-found,OK,Oklahoma,staffing,not-found,unknown,,,https://oklahoma.gov/education/school-data,dashboard-only; follow-up-manual,One of the strongest crosswalk finds in the whole campaign — a real NCES-ID column in the enrollment CSV itself.
4,not-found,OR,Oregon,crosswalk_ids,not-found,unknown,,,https://www.ode.state.or.us/data/reportcard/reports.aspx,dashboard-only,Enrollment + SPED-by-environment confirmed strong; staffing needs a dropdown click-through.
4,not-found,PR,Puerto Rico,crosswalk_ids,not-found,unknown,,"NCES-only (PR is a single unified LEA, 1:1 mapping)",,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""no portal found"" — a real, current enrollment directory exists at perfilescolar.dde.pr."
4,not-found,PR,Puerto Rico,frpm_ell,not-found,unknown,,,,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""no portal found"" — a real, current enrollment directory exists at perfilescolar.dde.pr."
4,not-found,PR,Puerto Rico,sped,not-found,unknown,,,,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""no portal found"" — a real, current enrollment directory exists at perfilescolar.dde.pr."
4,not-found,RI,Rhode Island,crosswalk_ids,not-found,unknown,,,https://datacenter.ride.ri.gov/,dashboard-only; request-only,"RIDE Data Center, 618 data collections (format unclear)"
4,not-found,RI,Rhode Island,frpm_ell,not-found,unknown,,,https://datacenter.ride.ri.gov/,dashboard-only; request-only,"RIDE Data Center, 618 data collections (format unclear)"
4,not-found,SC,South Carolina,crosswalk_ids,not-found,unknown,,,https://ed.sc.gov/data/,follow-up-manual,SPED-teacher split derivable from position codes even without a pre-built column — worth building that aggregation in the importer.
4,not-found,SC,South Carolina,frpm_ell,not-found,unknown,,,https://ed.sc.gov/data/,follow-up-manual,SPED-teacher split derivable from position codes even without a pre-built column — worth building that aggregation in the importer.
4,not-found,SD,South Dakota,crosswalk_ids,not-found,unknown,,,https://doe.sd.gov/data/,follow-up-manual,Genuinely strong flat-file source once the /ofm sub-pages are known — enrollment/staffing/SPED/FRPM all ready to acquire.
4,not-found,UT,Utah,crosswalk_ids,not-found,unknown,,,https://datagateway.schools.utah.gov/,,"Genuine SPED-teacher-FTE column confirmed in staffing — a clean source once the real file location (schools.utah.gov, not the dashboard) is known."
4,not-found,UT,Utah,sped,not-found,unknown,,,https://datagateway.schools.utah.gov/,,"Genuine SPED-teacher-FTE column confirmed in staffing — a clean source once the real file location (schools.utah.gov, not the dashboard) is known."
4,not-found,VI,US Virgin Islands,crosswalk_ids,not-found,unknown,,,https://www.vide.vi/,follow-up-manual,"Correction to Jan-2026 ""no portal found"" — real enrollment PDFs exist; SPED/FRPM/ELL/crosswalk still not found."
4,not-found,VI,US Virgin Islands,frpm_ell,not-found,unknown,,,https://www.vide.vi/,follow-up-manual,"Correction to Jan-2026 ""no portal found"" — real enrollment PDFs exist; SPED/FRPM/ELL/crosswalk still not found."
4,not-found,VI,US Virgin Islands,sped,not-found,unknown,,,https://www.vide.vi/,follow-up-manual,"Correction to Jan-2026 ""no portal found"" — real enrollment PDFs exist; SPED/FRPM/ELL/crosswalk still not found."
4,not-found,VT,Vermont,crosswalk_ids,not-found,unknown,,,https://education.vermont.gov/data-and-reporting/vermont-education-dashboard,blocked; follow-up-manual,Enrollment newer than NCES baseline (2025-26); staffing/SPED/FRPM need a human pass past the WAF.
4,not-found,VT,Vermont,frpm_ell,not-found,unknown,,,https://education.vermont.gov/data-and-reporting/vermont-education-dashboard,blocked; follow-up-manual,Enrollment newer than NCES baseline (2025-26); staffing/SPED/FRPM need a human pass past the WAF.
4,not-found,VT,Vermont,sped,not-found,unknown,,,https://education.vermont.gov/data-and-reporting/vermont-education-dashboard,blocked; follow-up-manual,Enrollment newer than NCES baseline (2025-26); staffing/SPED/FRPM need a human pass past the WAF.
4,not-found,WA,Washington,crosswalk_ids,not-found,unknown,,,https://ospi.k12.wa.us/,api-available,One Socrata API call covers enrollment+FRPM+ELL+SPED-count together — an excellent acquisition target.
4,not-found,WV,West Virginia,crosswalk_ids,not-found,unknown,,,https://wvde.us/data-school-improvement/education-data,dashboard-only; follow-up-manual; request-only,"Confirmed SPED-teacher split by county in the FTE file — a clean source for the SPED-teacher-split rubric goal. Enrollment's Excel-via-ZoomWV alternative is JS-dashboard-only, not scriptable; PDF remains the actual acquisition source."
4,not-found,WY,Wyoming,crosswalk_ids,not-found,unknown,,,https://edu.wyoming.gov/data/,dashboard-only; follow-up-manual,Publicly viewable (no login needed) but needs Playwright/a browser to actually extract — good candidate for the acquisition phase.
5,unknown,FL,Florida,frpm_ell,unknown,unknown,,,https://www.fldoe.org/accountability/data-sys/edu-info-accountability-services/pk-12-public-school-data-pubs-reports/,,
5,unknown,MA,Massachusetts,frpm_ell,unknown,unknown,,,https://profiles.doe.mass.edu/statereport/,,
5,unknown,PA,Pennsylvania,frpm_ell,unknown,unknown,,,https://www.pa.gov/agencies/education/data-and-reporting,,
5,unknown,TX,Texas,frpm_ell,unknown,unknown,,,https://rptsvr1.tea.texas.gov/perfreport/tapr/,,
5,unknown,VA,Virginia,frpm_ell,unknown,unknown,,,https://www.doe.virginia.gov/data-policy-funding/data-reports,,
